,survived,pclass,age,sibsp,parch,fare,adult_male,alone,sex_male,embarked_Q,embarked_S,who_woman
396,0,3,31.0,0,0,2.180891922715322,False,True,False,False,True,True
397,0,2,46.0,0,0,3.295836866004329,True,True,True,False,True,False
398,0,2,23.0,0,0,2.4423470353692043,True,True,True,False,True,False
399,1,2,28.0,0,0,2.613739521630969,False,True,False,False,True,True
400,1,3,39.0,0,0,2.188856327665703,True,True,True,False,True,False
401,0,3,26.0,0,0,2.2027647577118348,True,True,True,False,True,False
402,0,3,21.0,1,0,2.3818582738885534,False,False,False,False,True,True
403,0,3,28.0,1,0,2.8243506567983707,True,False,True,False,True,False
404,0,3,20.0,0,0,2.2682524139135403,False,True,False,False,True,True
405,0,2,34.0,1,0,3.091042453358316,True,False,True,False,True,False
406,0,3,51.0,0,0,2.169053700369523,True,True,True,False,True,False
407,1,2,3.0,1,1,2.9831534913471307,False,False,True,False,True,False
408,0,3,21.0,0,0,2.1719067693519296,True,True,True,False,True,False
409,0,3,17.0,3,1,3.275887339030031,False,False,False,False,True,True
410,0,3,31.333333333333332,0,0,2.1855792552411137,True,True,True,False,True,False
411,0,3,21.333333333333332,0,0,2.061570298060867,True,True,True,True,False,False
412,1,1,33.0,1,0,4.51085950651685,False,False,False,True,False,True
413,0,2,33.666666666666664,0,0,0.0,True,True,True,False,True,False
414,1,3,44.0,0,0,2.188856327665703,True,True,True,False,True,False
415,0,3,25.333333333333332,0,0,2.2027647577118348,False,True,False,False,True,True
416,1,2,34.0,1,1,3.5115454388310208,False,False,False,False,True,True
417,1,2,18.0,0,2,2.6390573296152584,False,False,False,False,True,True
418,0,2,30.0,0,0,2.6390573296152584,True,True,True,False,True,False
419,0,3,10.0,0,2,3.224857896545748,False,False,False,False,True,False
420,0,3,31.333333333333332,0,0,2.1855792552411137,True,True,True,False,False,False
421,0,3,21.0,0,0,2.167143305297764,True,True,True,True,False,False
422,0,3,29.0,0,0,2.1832383353614797,True,True,True,False,True,False
423,0,3,28.0,1,1,2.7343675094195836,False,False,False,False,True,True
424,0,3,18.0,1,1,3.0545906305603445,True,False,True,False,True,False
425,0,3,33.833333333333336,0,0,2.1102132003465894,True,True,True,False,True,False
426,1,2,28.0,1,0,3.295836866004329,False,False,False,False,True,True
427,1,2,19.0,0,0,3.295836866004329,False,True,False,False,True,True
428,0,3,36.166666666666664,0,0,2.169053700369523,True,True,True,True,False,False
429,1,3,32.0,0,0,2.2027647577118348,True,True,True,False,True,False
430,1,1,28.0,0,0,3.3160025355989236,True,True,True,False,True,False
431,1,3,26.666666666666668,1,0,2.8390784635086144,False,False,False,False,True,True
432,1,2,42.0,1,0,3.295836866004329,False,False,False,False,True,True
433,0,3,17.0,0,0,2.094945728215801,True,True,True,False,True,False
434,0,1,50.0,1,0,4.041295341132285,True,False,True,False,True,False
435,1,1,14.0,1,2,4.795790545596741,False,False,False,False,True,False
436,0,3,21.0,2,2,3.5660053559634015,False,False,False,False,True,True
437,1,2,24.0,2,3,2.9831534913471307,False,False,False,False,True,True
438,0,1,64.0,1,4,5.575949103146316,True,False,True,False,True,False
439,0,2,31.0,0,0,2.4423470353692043,True,True,True,False,True,False
440,1,2,45.0,1,1,3.305053521109253,False,False,False,False,True,True
441,0,3,20.0,0,0,2.3513752571634776,True,True,True,False,True,False
442,0,3,25.0,1,0,2.1719067693519296,True,False,True,False,True,False
443,1,2,28.0,0,0,2.6390573296152584,False,True,False,False,True,True
444,1,3,24.666666666666668,0,0,2.2096470973347766,True,True,True,False,True,False
445,1,1,4.0,0,2,4.417131919904876,False,False,True,False,True,False
446,1,2,13.0,0,1,3.0204248861443626,False,False,False,False,True,False
447,1,1,34.0,0,0,3.3160025355989236,True,True,True,False,True,False
448,1,3,5.0,2,1,3.0085645861193133,False,False,False,False,False,False
449,1,1,52.0,0,0,3.449987545831587,True,True,True,False,True,False
450,0,2,36.0,1,2,3.3586377672433594,True,False,True,False,True,False
451,0,3,23.0,1,0,3.0429354648621407,True,False,True,False,True,False
452,0,1,30.0,0,0,3.3586377672433594,True,True,True,False,False,False
453,1,1,49.0,1,0,4.500966778400217,True,False,True,False,False,False
454,0,3,25.333333333333332,0,0,2.2027647577118348,True,True,True,False,True,False
455,1,3,29.0,0,0,2.1855792552411137,True,True,True,False,False,False
456,0,1,65.0,0,0,3.3160025355989236,True,True,True,False,True,False
457,1,1,36.0,1,0,3.967694202798607,False,False,False,False,True,True
458,1,2,50.0,0,0,2.4423470353692043,False,True,False,False,True,True
459,0,3,36.166666666666664,0,0,2.169053700369523,True,True,True,True,False,False
460,1,1,48.0,0,0,3.3160025355989236,True,True,True,False,True,False
461,0,3,34.0,0,0,2.2027647577118348,True,True,True,False,True,False
462,0,1,47.0,0,0,3.676300671907076,True,True,True,False,True,False
463,0,2,48.0,0,0,2.6390573296152584,True,True,True,False,True,False
464,0,3,25.333333333333332,0,0,2.2027647577118348,True,True,True,False,True,False
465,0,3,38.0,0,0,2.085672091430472,True,True,True,False,True,False
466,0,2,33.666666666666664,0,0,0.0,True,True,True,False,True,False
467,0,1,56.0,0,0,3.3160025355989236,True,True,True,False,True,False
468,0,3,20.666666666666668,0,0,2.1661924680884908,True,True,True,True,False,False
469,1,3,0.75,2,1,3.0085645861193133,False,False,False,False,False,False
470,0,3,33.833333333333336,0,0,2.1102132003465894,True,True,True,False,True,False
471,0,3,38.0,0,0,2.2682524139135403,True,True,True,False,True,False
472,1,2,33.0,1,2,3.3586377672433594,False,False,False,False,True,True
473,1,2,23.0,0,0,2.694066212646058,False,True,False,False,False,True
474,0,3,22.0,0,0,2.3830123421066602,False,True,False,False,True,True
475,0,1,47.666666666666664,0,0,3.970291913552122,True,True,True,False,True,False
476,0,2,34.0,1,0,3.091042453358316,True,False,True,False,True,False
477,0,3,29.0,1,0,2.0851502161468174,True,False,True,False,True,False
478,0,3,22.0,0,0,2.142510233146819,True,True,True,False,True,False
479,1,3,2.0,0,1,2.586823743668066,False,False,False,False,True,False
480,0,3,9.0,5,2,3.8691155044168695,False,False,True,False,True,False
481,0,2,33.666666666666664,0,0,0.0,True,True,True,False,True,False
482,0,3,50.0,0,0,2.2027647577118348,True,True,True,False,True,False
483,1,3,63.0,0,0,2.3596740599781727,False,True,False,False,True,True
484,1,1,25.0,1,0,4.5226490762785785,True,False,True,False,False,False
485,0,3,17.0,3,1,3.275887339030031,False,False,False,False,True,True
486,1,1,35.0,1,0,4.51085950651685,False,False,False,False,True,True
487,0,1,58.0,0,0,3.4242626545931514,True,True,True,False,False,False
488,0,3,30.0,0,0,2.2027647577118348,True,True,True,False,True,False
489,1,3,9.0,1,1,2.827313621929028,False,False,True,False,True,False
490,0,3,23.0,1,0,3.0429354648621407,True,False,True,False,True,False
491,0,3,21.0,0,0,2.1102132003465894,True,True,True,False,True,False
492,0,1,55.0,0,0,3.449987545831587,True,True,True,False,True,False
493,0,1,71.0,0,0,3.922056501139853,True,True,True,False,False,False
494,0,3,21.0,0,0,2.2027647577118348,True,True,True,False,True,False
495,0,3,30.0,0,0,2.738146075922933,True,True,True,False,False,False
496,1,1,54.0,1,0,4.37281811610993,False,False,False,False,False,True
497,0,3,19.0,0,0,2.7788192719904172,True,True,True,False,True,False
498,0,1,25.0,1,2,5.027492411162679,False,False,False,False,True,True
499,0,3,24.0,0,0,2.174274334826008,True,True,True,False,True,False
500,0,3,17.0,0,0,2.2682524139135403,True,True,True,False,True,False
501,0,3,21.0,0,0,2.169053700369523,False,True,False,True,False,True
502,0,3,21.666666666666668,0,0,2.155151800914312,False,True,False,True,False,True
503,0,3,37.0,0,0,2.3596740599781727,False,True,False,False,True,True
504,1,1,16.0,0,0,4.471638793363569,False,True,False,False,True,True
505,0,1,18.0,1,0,4.699570861409576,True,False,True,False,False,False
506,1,2,33.0,0,2,3.295836866004329,False,False,False,False,True,True
507,1,1,55.0,0,0,3.3160025355989236,True,True,True,False,True,False
508,0,3,28.0,0,0,3.1580636854714434,True,True,True,False,True,False
509,1,3,26.0,0,0,4.05171190165724,True,True,True,False,True,False
510,1,3,29.0,0,0,2.169053700369523,True,True,True,True,False,False
511,0,3,25.333333333333332,0,0,2.2027647577118348,True,True,True,False,True,False
512,1,1,36.0,0,0,3.3064287218760624,True,True,True,False,True,False
513,1,1,54.0,1,0,4.100989104940769,False,False,False,False,False,True
514,0,3,24.0,0,0,2.139571923732859,True,True,True,False,True,False
515,0,1,47.0,0,0,3.5559421706858756,True,True,True,False,True,False
516,1,2,34.0,0,0,2.4423470353692043,False,True,False,False,True,True
517,0,3,32.333333333333336,0,0,3.224857896545748,True,True,True,True,False,False
518,1,2,36.0,1,0,3.295836866004329,False,False,False,False,True,True
519,0,3,32.0,0,0,2.1855792552411137,True,True,True,False,True,False
520,1,1,30.0,0,0,4.548599834499697,False,True,False,False,True,True
521,0,3,22.0,0,0,2.1855792552411137,True,True,True,False,True,False
522,0,3,32.5,0,0,2.1071782966514356,True,True,True,False,False,False
523,1,1,44.0,0,1,4.077184839375167,False,False,False,False,False,True
524,0,3,24.666666666666668,0,0,2.1076888046179385,True,True,True,False,False,False
525,0,3,40.5,0,0,2.169053700369523,True,True,True,True,False,False
526,1,2,50.0,0,0,2.4423470353692043,False,True,False,False,True,True
527,0,1,32.666666666666664,0,0,5.406181146423973,True,True,True,False,True,False
528,0,3,39.0,0,0,2.188856327665703,True,True,True,False,True,False
529,0,2,23.0,2,1,2.5257286443082556,True,False,True,False,True,False
530,1,2,2.0,1,1,3.295836866004329,False,False,False,False,True,False
531,0,3,24.666666666666668,0,0,2.1076888046179385,True,True,True,False,False,False
532,0,3,17.0,1,1,2.1076888046179385,True,False,True,False,False,False
533,1,3,18.666666666666668,0,2,3.1509523813392697,False,False,False,False,False,True
534,0,3,30.0,0,0,2.2682524139135403,False,True,False,False,True,True
535,1,2,7.0,0,2,3.305053521109253,False,False,False,False,True,False
536,0,1,45.0,0,0,3.3160025355989236,True,True,True,False,True,False
537,1,1,30.0,0,0,4.676792929661059,False,True,False,False,False,True
538,0,3,30.0,0,0,2.740840023925201,True,True,True,False,True,False
539,1,1,22.0,0,2,3.9219733362813143,False,False,False,False,False,True
540,1,1,36.0,0,2,4.276666119016055,False,False,False,False,True,True
541,0,3,9.0,4,2,3.4742929367327062,False,False,False,False,True,False
542,0,3,11.0,4,2,3.4742929367327062,False,False,False,False,True,False
543,1,2,32.0,1,0,3.295836866004329,True,False,True,False,True,False
544,0,1,50.0,1,0,4.676792929661059,True,False,True,False,False,False
545,0,1,64.0,0,0,3.295836866004329,True,True,True,False,True,False
546,1,2,19.0,1,0,3.295836866004329,False,False,False,False,True,True
547,1,2,45.333333333333336,0,0,2.6988412620169004,True,True,True,False,False,False
548,0,3,33.0,1,1,3.0692150503137943,True,False,True,False,True,False
549,1,2,8.0,1,1,3.6309854756950335,False,False,True,False,True,False
550,1,1,17.0,0,2,4.717456363787216,True,False,True,False,False,False
551,0,2,27.0,0,0,3.295836866004329,True,True,True,False,True,False
552,0,3,27.333333333333332,0,0,2.17806441028492,True,True,True,True,False,False
553,1,3,22.0,0,0,2.1071782966514356,True,True,True,False,False,False
554,1,3,22.0,0,0,2.1719067693519296,False,True,False,False,True,True
555,0,1,62.0,0,0,3.3160025355989236,True,True,True,False,True,False
556,1,1,48.0,1,0,3.703768066607687,False,False,False,False,False,True
557,0,1,32.666666666666664,0,0,5.4316456135398825,True,True,True,False,False,False
558,1,1,39.0,1,1,4.390118804571218,False,False,False,False,True,True
559,1,3,36.0,1,0,2.91235066461494,False,False,False,False,True,True
560,0,3,36.166666666666664,0,0,2.169053700369523,True,True,True,True,False,False
561,0,3,40.0,0,0,2.1855792552411137,True,True,True,False,True,False
562,0,2,28.0,0,0,2.6741486494265287,True,True,True,False,True,False
563,0,3,25.333333333333332,0,0,2.2027647577118348,True,True,True,False,True,False
564,0,3,25.333333333333332,0,0,2.2027647577118348,False,True,False,False,True,True
565,0,3,24.0,2,0,3.224857896545748,True,False,True,False,True,False
566,0,3,19.0,0,0,2.1855792552411137,True,True,True,False,True,False
567,0,3,29.0,0,4,3.0944457464900235,False,False,False,False,True,True
568,0,3,24.666666666666668,0,0,2.1076888046179385,True,True,True,False,False,False
569,1,3,32.0,0,0,2.180891922715322,True,True,True,False,True,False
570,1,2,62.0,0,0,2.4423470353692043,True,True,True,False,True,False
571,1,1,53.0,2,0,3.960416900617205,False,False,False,False,True,True
572,1,1,36.0,0,0,3.3100867049215847,True,True,True,False,True,False
573,1,3,36.166666666666664,0,0,2.169053700369523,False,True,False,True,False,True
574,0,3,16.0,0,0,2.2027647577118348,True,True,True,False,True,False
575,0,3,19.0,0,0,2.740840023925201,True,True,True,False,True,False
576,1,2,34.0,0,0,2.6390573296152584,False,True,False,False,True,True
577,1,1,39.0,1,0,4.041295341132285,False,False,False,False,True,True
578,0,3,22.5,1,0,2.738146075922933,False,False,False,False,False,True
579,1,3,32.0,0,0,2.188856327665703,True,True,True,False,True,False
580,1,2,25.0,1,1,3.4339872044851463,False,False,False,False,True,True
581,1,1,39.0,1,1,4.717456363787216,False,False,False,False,False,True
582,0,2,54.0,0,0,3.295836866004329,True,True,True,False,True,False
583,0,1,36.0,0,0,3.716616209085536,True,True,True,False,False,False
584,0,3,22.666666666666668,0,0,2.2734137156937657,True,True,True,False,False,False
585,1,1,18.0,0,2,4.390118804571218,False,False,False,False,True,True
586,0,2,47.0,0,0,2.772588722239781,True,True,True,False,True,False
587,1,1,60.0,1,1,4.384523514872469,True,False,True,False,False,False
588,0,3,22.0,0,0,2.2027647577118348,True,True,True,False,True,False
589,0,3,25.333333333333332,0,0,2.2027647577118348,True,True,True,False,True,False
590,0,3,35.0,0,0,2.094945728215801,True,True,True,False,True,False
591,1,1,52.0,1,0,4.37281811610993,False,False,False,False,False,True
592,0,3,47.0,0,0,2.1102132003465894,True,True,True,False,True,False
593,0,3,20.14,0,2,2.169053700369523,False,False,False,True,False,True
594,0,2,37.0,1,0,3.295836866004329,True,False,True,False,True,False
595,0,3,36.0,1,1,3.224857896545748,True,False,True,False,True,False
596,1,2,42.666666666666664,0,0,3.5263605246161616,False,True,False,False,True,True
597,0,3,49.0,0,0,0.0,True,True,True,False,True,False
598,0,3,32.5,0,0,2.1071782966514356,True,True,True,False,False,False
599,1,1,49.0,1,0,4.0592215752427645,True,False,True,False,False,False
600,1,2,24.0,2,1,3.332204510175204,False,False,False,False,True,True
601,0,3,31.333333333333332,0,0,2.1855792552411137,True,True,True,False,True,False
602,0,1,27.666666666666668,0,0,3.770459441106359,True,True,True,False,True,False
603,0,3,44.0,0,0,2.2027647577118348,True,True,True,False,True,False
604,1,1,35.0,0,0,3.3160025355989236,True,True,True,False,False,False
605,0,3,36.0,1,0,2.806386101823072,True,False,True,False,True,False
606,0,3,30.0,0,0,2.1855792552411137,True,True,True,False,True,False
607,1,1,27.0,0,0,3.449987545831587,True,True,True,False,True,False
608,1,2,22.0,1,2,3.7513658711253766,False,False,False,False,False,True
609,1,1,40.0,0,0,5.039951348430309,False,True,False,False,True,True
610,0,3,39.0,1,5,3.4742929367327062,False,False,False,False,True,True
611,0,3,26.333333333333332,0,0,2.085672091430472,True,True,True,False,True,False
612,1,3,30.666666666666668,1,0,2.803360380906535,False,False,False,True,False,True
613,0,3,36.166666666666664,0,0,2.169053700369523,True,True,True,True,False,False
614,0,3,35.0,0,0,2.2027647577118348,True,True,True,False,True,False
615,1,2,24.0,1,2,4.189654742026425,False,False,False,False,True,True
616,0,3,34.0,1,1,2.7343675094195836,True,False,True,False,True,False
617,0,3,26.0,1,0,2.8390784635086144,False,False,False,False,True,True
618,1,2,4.0,2,1,3.6888794541139363,False,False,False,False,True,False
619,0,2,26.0,0,0,2.4423470353692043,True,True,True,False,True,False
620,0,3,27.0,1,0,2.737880811060884,True,False,True,False,False,False
621,1,1,42.0,1,0,3.9806942251907276,True,False,True,False,True,False
622,1,3,20.0,1,1,2.817902613071225,True,False,True,False,False,False
623,0,3,21.0,0,0,2.180891922715322,True,True,True,False,True,False
624,0,3,21.0,0,0,2.8390784635086144,True,True,True,False,True,False
625,0,1,61.0,0,0,3.5061818266142577,True,True,True,False,True,False
626,0,2,57.0,0,0,2.5915163848462583,True,True,True,True,False,False
627,1,1,21.0,0,0,4.368919865004903,False,True,False,False,True,True
628,0,3,26.0,0,0,2.1855792552411137,True,True,True,False,True,False
629,0,3,20.666666666666668,0,0,2.167143305297764,True,True,True,True,False,False
630,1,1,80.0,0,0,3.4339872044851463,True,True,True,False,True,False
631,0,3,51.0,0,0,2.086193694502369,True,True,True,False,True,False
632,1,1,32.0,0,0,3.449987545831587,True,True,True,False,False,False
633,0,1,39.0,0,0,0.0,True,True,True,False,True,False
634,0,3,9.0,3,2,3.3638415951183864,False,False,False,False,True,False
635,1,2,28.0,0,0,2.6390573296152584,False,True,False,False,True,True
636,0,3,32.0,0,0,2.188856327665703,True,True,True,False,True,False
637,0,2,31.0,1,1,3.305053521109253,True,False,True,False,True,False
638,0,3,41.0,0,5,3.705920919968788,False,False,False,False,True,True
639,0,3,26.666666666666668,1,0,2.8390784635086144,True,False,True,False,True,False
640,0,3,20.0,0,0,2.180891922715322,True,True,True,False,True,False
641,1,1,24.0,0,0,4.252771798816619,False,True,False,False,False,True
642,0,3,2.0,3,2,3.3638415951183864,False,False,False,False,True,False
643,1,3,28.666666666666668,0,0,4.05171190165724,True,True,True,False,True,False
644,1,3,0.75,2,1,3.0085645861193133,False,False,False,False,False,False
645,1,1,48.0,1,0,4.353230991152628,True,False,True,False,False,False
646,0,3,19.0,0,0,2.1855792552411137,True,True,True,False,True,False
647,1,1,56.0,0,0,3.597312260588446,True,True,True,False,False,False
648,0,3,29.0,0,0,2.145931282948669,True,True,True,False,True,False
649,1,3,23.0,0,0,2.145931282948669,False,True,False,False,True,True
650,0,3,31.333333333333332,0,0,2.1855792552411137,True,True,True,False,True,False
651,1,2,18.0,0,1,3.1780538303479458,False,False,False,False,True,True
652,0,3,21.0,0,0,2.2442459824059346,True,True,True,False,True,False
653,1,3,27.333333333333332,0,0,2.17806441028492,False,True,False,True,False,True
654,0,3,18.0,0,0,2.0476928433652555,False,True,False,True,False,True
655,0,2,24.0,2,0,4.310799125385514,True,False,True,False,True,False
656,0,3,31.333333333333332,0,0,2.1855792552411137,True,True,True,False,True,False
657,0,3,32.0,1,1,2.803360380906535,False,False,False,True,False,True
658,0,2,23.0,0,0,2.6390573296152584,True,True,True,False,True,False
659,0,1,58.0,0,2,4.738607824217808,True,False,True,False,False,False
660,1,1,50.0,2,0,4.902678819257608,True,False,True,False,True,False
661,0,3,40.0,0,0,2.1071782966514356,True,True,True,False,False,False
662,0,1,47.0,0,0,3.2804411805263554,True,True,True,False,True,False
663,0,3,36.0,0,0,2.139571923732859,True,True,True,False,True,False
664,1,3,20.0,1,0,2.188856327665703,True,False,True,False,True,False
665,0,2,32.0,2,0,4.310799125385514,True,False,True,False,True,False
666,0,2,25.0,0,0,2.6390573296152584,True,True,True,False,True,False
667,0,3,26.666666666666668,0,0,2.1719067693519296,True,True,True,False,True,False
668,0,3,43.0,0,0,2.2027647577118348,True,True,True,False,True,False
669,1,1,36.0,1,0,3.970291913552122,False,False,False,False,True,True
670,1,2,40.0,1,1,3.6888794541139363,False,False,False,False,True,True
671,0,1,31.0,1,0,3.970291913552122,True,False,True,False,True,False
672,0,2,70.0,0,0,2.4423470353692043,True,True,True,False,True,False
673,1,2,31.0,0,0,2.6390573296152584,True,True,True,False,True,False
674,0,2,33.666666666666664,0,0,0.0,True,True,True,False,True,False
675,0,3,18.0,0,0,2.1719067693519296,True,True,True,False,True,False
676,0,3,24.5,0,0,2.2027647577118348,True,True,True,False,True,False
677,1,3,18.0,0,0,2.3833998102837652,False,True,False,False,True,True
678,0,3,43.0,1,6,3.8691155044168695,False,False,False,False,True,True
679,1,1,36.0,0,1,6.240917354759096,True,False,True,False,False,False
680,0,3,24.0,0,0,2.212386825075897,False,True,False,True,False,True
681,1,1,27.0,0,0,4.353230991152628,True,True,True,False,False,False
682,0,3,20.0,0,0,2.3248357019288655,True,True,True,False,True,False
683,0,3,14.0,5,2,3.8691155044168695,False,False,True,False,True,False
684,0,2,60.0,1,1,3.6888794541139363,True,False,True,False,True,False
685,0,2,25.0,1,2,3.7513658711253766,True,False,True,False,False,False
686,0,3,14.0,4,1,3.705920919968788,False,False,True,False,True,False
687,0,3,19.0,0,0,2.4133032309283076,True,True,True,False,True,False
688,0,3,18.0,0,0,2.174274334826008,True,True,True,False,True,False
689,1,1,15.0,0,1,5.35817698994543,False,False,False,False,True,False
690,1,1,31.0,1,0,4.060443010546419,True,False,True,False,True,False
691,1,3,4.0,0,1,2.668387256845834,False,False,False,False,False,False
692,1,3,28.666666666666668,0,0,4.05171190165724,True,True,True,False,True,False
693,0,3,25.0,0,0,2.1071782966514356,True,True,True,False,False,False
694,0,1,60.0,0,0,3.3160025355989236,True,True,True,False,True,False
695,0,2,52.0,0,0,2.6741486494265287,True,True,True,False,True,False
696,0,3,44.0,0,0,2.2027647577118348,True,True,True,False,True,False
697,1,3,20.666666666666668,0,0,2.167143305297764,False,True,False,True,False,True
698,0,1,49.0,1,1,4.717456363787216,True,False,True,False,False,False
699,0,3,42.0,0,0,2.157559320943788,True,True,True,False,True,False
700,1,1,18.0,1,0,5.4316456135398825,False,False,False,False,False,True
701,1,1,35.0,0,0,3.3064287218760624,True,True,True,False,True,False
702,0,3,18.0,0,1,2.737880811060884,False,False,False,False,False,True
703,0,3,25.0,0,0,2.1681046787623672,True,True,True,True,False,False
704,0,3,26.0,1,0,2.180891922715322,True,False,True,False,True,False
705,0,2,39.0,0,0,3.295836866004329,True,True,True,False,True,False
706,1,2,45.0,0,0,2.6741486494265287,False,True,False,False,True,True
707,1,1,42.0,0,0,3.3064287218760624,True,True,True,False,True,False
708,1,1,22.0,0,0,5.027492411162679,False,True,False,False,True,True
709,1,3,27.0,1,1,2.7878344138303452,True,False,True,False,False,False
710,1,1,24.0,0,0,3.922056501139853,False,True,False,False,False,True
711,0,1,55.0,0,0,3.3160025355989236,True,True,True,False,True,False
712,1,1,48.0,1,0,3.970291913552122,True,False,True,False,True,False
713,0,3,29.0,0,0,2.3497835148230464,True,True,True,False,True,False
714,0,2,52.0,0,0,2.6390573296152584,True,True,True,False,True,False
715,0,3,19.0,0,0,2.157559320943788,True,True,True,False,True,False
716,1,1,38.0,0,0,5.4316456135398825,False,True,False,False,False,True
717,1,2,27.0,0,0,2.4423470353692043,False,True,False,False,True,True
718,0,3,22.833333333333332,0,0,2.803360380906535,True,True,True,True,False,False
719,0,3,33.0,0,0,2.1719067693519296,True,True,True,False,True,False
720,1,2,6.0,0,1,3.5263605246161616,False,False,False,False,True,False
721,0,3,17.0,1,0,2.086193694502369,True,False,True,False,True,False
722,0,2,34.0,0,0,2.6390573296152584,True,True,True,False,True,False
723,0,2,50.0,0,0,2.6390573296152584,True,True,True,False,True,False
724,1,1,27.0,1,0,3.9908341858524357,True,False,True,False,True,False
725,0,3,20.0,0,0,2.2682524139135403,True,True,True,False,True,False
726,1,2,30.0,3,0,3.091042453358316,False,False,False,False,True,True
727,1,3,20.666666666666668,0,0,2.1676241075599285,False,True,False,True,False,True
728,0,2,25.0,1,0,3.295836866004329,True,False,True,False,True,False
729,0,3,25.0,1,0,2.188856327665703,False,False,False,False,True,True
730,1,1,29.0,0,0,5.35817698994543,False,True,False,False,True,True
731,0,3,11.0,0,0,2.9850504252071306,False,True,True,False,False,False
732,0,2,33.666666666666664,0,0,0.0,True,True,True,False,True,False
733,0,2,23.0,0,0,2.6390573296152584,True,True,True,False,True,False
734,0,2,23.0,0,0,2.6390573296152584,True,True,True,False,True,False
735,0,3,28.5,0,0,2.8390784635086144,True,True,True,False,True,False
736,0,3,48.0,1,3,3.5660053559634015,False,False,False,False,True,True
737,1,1,35.0,0,0,6.240917354759096,True,True,True,False,False,False
738,0,3,31.333333333333332,0,0,2.1855792552411137,True,True,True,False,True,False
739,0,3,31.333333333333332,0,0,2.1855792552411137,True,True,True,False,True,False
740,1,1,42.666666666666664,0,0,3.4339872044851463,True,True,True,False,True,False
741,0,1,36.0,1,0,4.380149874661021,True,False,True,False,True,False
742,1,1,21.0,2,2,5.5735788721243535,False,False,False,False,False,True
743,0,3,24.0,1,0,2.8390784635086144,True,False,True,False,True,False
744,1,3,31.0,0,0,2.188856327665703,True,True,True,False,True,False
745,0,1,70.0,1,1,4.276666119016055,True,False,True,False,True,False
746,0,3,16.0,1,1,3.056356895370426,True,False,True,False,True,False
747,1,2,30.0,0,0,2.6390573296152584,False,True,False,False,True,True
748,0,1,19.0,1,0,3.9908341858524357,True,False,True,False,True,False
749,0,3,31.0,0,0,2.169053700369523,True,True,True,True,False,False
750,1,2,4.0,1,1,3.1780538303479458,False,False,False,False,True,False
751,1,3,6.0,0,1,2.600836116795061,False,False,True,False,True,False
752,0,3,33.0,0,0,2.3513752571634776,True,True,True,False,True,False
753,0,3,23.0,0,0,2.1855792552411137,True,True,True,False,True,False
754,1,2,48.0,1,2,4.189654742026425,False,False,False,False,True,True
755,1,2,0.67,1,1,2.740840023925201,False,False,True,False,True,False
756,0,3,28.0,0,0,2.174274334826008,True,True,True,False,True,False
757,0,2,18.0,0,0,2.5257286443082556,True,True,True,False,True,False
758,0,3,34.0,0,0,2.2027647577118348,True,True,True,False,True,False
759,1,1,33.0,0,0,4.471638793363569,False,True,False,False,True,True
760,0,3,30.0,0,0,2.740840023925201,True,True,True,False,True,False
761,0,3,41.0,0,0,2.094945728215801,True,True,True,False,True,False
762,1,3,20.0,0,0,2.1076888046179385,True,True,True,False,False,False
763,1,1,36.0,1,2,4.795790545596741,False,False,False,False,True,True
764,0,3,16.0,0,0,2.1719067693519296,True,True,True,False,True,False
765,1,1,51.0,1,0,4.368919865004903,False,False,False,False,True,True
766,0,1,43.666666666666664,0,0,3.703768066607687,True,True,True,False,False,False
767,0,3,30.5,0,0,2.169053700369523,False,True,False,True,False,True
768,0,3,30.0,1,0,3.224857896545748,True,False,True,True,False,False
769,0,3,32.0,0,0,2.236712348843338,True,True,True,False,True,False
770,0,3,24.0,0,0,2.3513752571634776,True,True,True,False,True,False
771,0,3,48.0,0,0,2.180891922715322,True,True,True,False,True,False
772,0,2,57.0,0,0,2.4423470353692043,False,True,False,False,True,True
773,0,3,32.5,0,0,2.1071782966514356,True,True,True,False,False,False
774,1,2,54.0,1,3,3.1780538303479458,False,False,False,False,True,True
775,0,3,18.0,0,0,2.169053700369523,True,True,True,False,True,False
776,0,3,36.166666666666664,0,0,2.169053700369523,True,True,True,True,False,False
777,1,3,5.0,0,0,2.600836116795061,False,True,False,False,True,False
778,0,3,20.666666666666668,0,0,2.1676241075599285,True,True,True,True,False,False
779,1,1,43.0,0,1,5.35817698994543,False,False,False,False,True,True
780,1,3,13.0,0,0,2.1076888046179385,False,True,False,False,False,False
781,1,1,17.0,1,0,4.060443010546419,False,False,False,False,True,True
782,0,1,29.0,0,0,3.4339872044851463,True,True,True,False,True,False
783,0,3,25.333333333333332,1,2,3.196630215920881,True,False,True,False,True,False
784,0,3,25.0,0,0,2.085672091430472,True,True,True,False,True,False
785,0,3,25.0,0,0,2.1102132003465894,True,True,True,False,True,False
786,1,3,18.0,0,0,2.139571923732859,False,True,False,False,True,True
787,0,3,8.0,4,1,3.405355391810819,False,False,True,True,False,False
788,1,3,1.0,1,2,3.0715352369694915,False,False,True,False,True,False
789,0,1,46.0,0,0,4.384523514872469,True,True,True,False,False,False
790,0,3,36.166666666666664,0,0,2.169053700369523,True,True,True,True,False,False
791,0,2,16.0,0,0,3.295836866004329,True,True,True,False,True,False
792,0,3,38.333333333333336,8,2,4.256321678298823,False,False,False,False,True,True
